"Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
2055,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2056,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2057,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2058,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2059,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2060,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2061,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2062,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2063,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2064,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2065,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2066,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2067,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2068,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2069,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2070,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2071,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2072,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2073,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2074,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2075,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2076,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2077,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2078,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2079,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2080,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2081,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2082,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2083,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2084,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2085,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2086,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2087,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2088,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2089,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2090,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2091,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2092,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2093,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2094,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2095,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2096,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2097,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2098,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2099,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
2100,76.611,5.858,106861.486,62375.0962,9053.766,10144.461,1320.5394,390.9888,2298.4
