"","Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
"27",2041,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"28",2042,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"29",2043,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"30",2044,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"31",2045,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"32",2046,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"33",2047,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"34",2048,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"35",2049,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"36",2050,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"37",2051,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"38",2052,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"39",2053,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"40",2054,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"41",2055,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"42",2056,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"43",2057,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"44",2058,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"45",2059,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"46",2060,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"47",2061,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"48",2062,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"49",2063,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"50",2064,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"51",2065,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"52",2066,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"53",2067,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"54",2068,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"55",2069,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"56",2070,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"57",2071,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"58",2072,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"59",2073,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"60",2074,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"61",2075,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"62",2076,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"63",2077,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"64",2078,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"65",2079,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"66",2080,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"67",2081,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"68",2082,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"69",2083,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"70",2084,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"71",2085,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"72",2086,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"73",2087,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"74",2088,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"75",2089,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"76",2090,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"77",2091,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"78",2092,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"79",2093,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"80",2094,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"81",2095,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"82",2096,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"83",2097,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"84",2098,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"85",2099,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
"86",2100,76.611,5.858,53430.743,32828.998,4765.14,5967.33,733.633,217.216,2298.4
