"","Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
"25",2039,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"26",2040,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"27",2041,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"28",2042,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"29",2043,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"30",2044,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"31",2045,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"32",2046,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"33",2047,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"34",2048,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"35",2049,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"36",2050,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"37",2051,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"38",2052,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"39",2053,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"40",2054,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"41",2055,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"42",2056,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"43",2057,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"44",2058,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"45",2059,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"46",2060,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"47",2061,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"48",2062,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"49",2063,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"50",2064,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"51",2065,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"52",2066,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"53",2067,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"54",2068,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"55",2069,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"56",2070,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"57",2071,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"58",2072,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"59",2073,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"60",2074,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"61",2075,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"62",2076,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"63",2077,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"64",2078,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"65",2079,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"66",2080,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"67",2081,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"68",2082,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"69",2083,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"70",2084,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"71",2085,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"72",2086,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"73",2087,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"74",2088,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"75",2089,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"76",2090,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"77",2091,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"78",2092,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"79",2093,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"80",2094,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"81",2095,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"82",2096,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"83",2097,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"84",2098,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"85",2099,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
"86",2100,76.611,5.858,96175.3374,32828.998,9053.766,9547.728,1247.1761,369.2672,4596.8
