"Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
2041,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2042,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2043,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2044,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2045,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2046,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2047,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2048,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2049,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2050,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2051,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2052,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2053,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2054,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2055,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2056,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2057,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2058,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2059,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2060,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2061,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2062,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2063,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2064,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2065,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2066,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2067,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2068,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2069,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2070,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2071,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2072,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2073,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2074,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2075,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2076,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2077,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2078,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2079,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2080,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2081,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2082,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2083,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2084,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2085,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2086,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2087,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2088,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2089,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2090,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2091,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2092,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2093,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2094,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2095,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2096,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2097,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2098,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2099,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
2100,76.611,5.858,106861.486,59092.1964,9053.766,10144.461,366.8165,217.216,3677.44
