"Year","softwood.timber","hardwood.timber","biodiversity","carbon","flood.regulation","recreation","livestock","crop.service","employment"
2040,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2041,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2042,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2043,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2044,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2045,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2046,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2047,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2048,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2049,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2050,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2051,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2052,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2053,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2054,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2055,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2056,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2057,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2058,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2059,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2060,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2061,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2062,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2063,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2064,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2065,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2066,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2067,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2068,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2069,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2070,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2071,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2072,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2073,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2074,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2075,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2076,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2077,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2078,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2079,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2080,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2081,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2082,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2083,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2084,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2085,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2086,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2087,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2088,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2089,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2090,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2091,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2092,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2093,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2094,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2095,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2096,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2097,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2098,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2099,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
2100,153.222,11.1302,90832.2631,59092.1964,7624.224,5967.33,366.8165,217.216,3677.44
